artist_id,Name,Type,Popularity,Genres,Followers
7ymhGfvQPQLHU20RovzLMJ,Thundamentals,artist,45,australian hip hop,122769
18lpwfiys4GtdHWNUu9qQr,Ocean Alley,artist,58,"australian reggae fusion, australian surf rock",415849
2SrWifjYv7b5tR8EzEmn1x,Golden Features,artist,55,industrial pop,117806
3P6duIn7oHeiBACZfYeNud,FIDLAR,artist,49,"indie garage rock, noise pop",310225
2hrWpLNoJcs1EnWSXvB6JI,The Rubens,artist,49,australian indie,197747
4SdIXLzfabqU61iK7SnKAU,G Flip,artist,52,"australian alternative pop, australian pop",188208
6M25WWmNO7wK1DnKmd3z6R,CXLOE,artist,39,"alt z, australian alternative pop, australian electropop",53286
36PxHmbx5QrRTpuCaw4FuV,Youngn Lipz,artist,51,aussie drill,87260
1lc8mnyGrCLtPhCoWjRxjM,Flight Facilities,artist,56,"aussietronica, australian dance, australian indie, indietronica, nu disco",439074
5TUXXyB6ZKCdd0vQx6yR2J,Chillinit,artist,53,"aussie drill, australian trap",246510
0C6qzW0Am8OVyHSoT57fnC,Thelma Plum,artist,48,"australian indie, australian indigenous",99997
6NFyaN9PMCDZ3LKxGwHAXt,Illy,artist,47,"australian hip hop, australian trap",184323
2Q0MyH5YMI5HPQjFjlq5g3,Nick Murphy,artist,37,"australian electropop, downtempo, indietronica",1255241
4csQIMQm6vI2A2SCVDuM2z,Hayden James,artist,57,"aussietronica, gauze pop, house",244539
2N2EFVDEbp2JB8ulEUVIxp,Violent Soho,artist,45,"australian garage punk, australian indie, australian surf rock, brisbane indie",173631
0SNWoGaDlrCompmg9rXeNq,Paul Kelly,artist,51,"australian indigenous, australian rock",378211
2ZfogSsOWP4mVfEqfpLXCt,The Church,artist,48,"australian rock, dream pop, new romantic, new wave",216948
6yrtCy4XJHXM6tczo4RlTs,Lime Cordiale,artist,58,australian surf rock,273877
3ZGr7nQBXDU2WhyXgRVbt0,Sticky Fingers,artist,63,"australian reggae fusion, australian surf rock, reggae fusion",999737
1y07gMlsfAdz2KOvZzyUTB,SAFIA,artist,46,australian indie,123800
5R3Hr2cnCCjt220Jmt2xLf,Dillon Francis,artist,63,"brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house",1136551
6kQfGeicc9EiQMzAYX0f9U,ONEFOUR,artist,52,"aussie drill, australian hip hop, australian trap",259278
142YBUGmLWCJigFLzgguf8,Gang of Youths,artist,55,"australian indie, modern rock",370804
7qhWa7UI1QNZNDnzYwAYZm,Vallis Alps,artist,46,"australian indie, vapor soul",135523
6u17YlWtW4oqFF5Hn9UU79,"Harry Connick, Jr.",artist,49,"adult standards, contemporary vocal jazz, lounge, vocal jazz",507391
6S0IvKlvPMX1RtAYtVpUV8,Drax Project,artist,49,nz pop,96581
0FL2d6iFFNAV3yBUbXjZ1U,Wafia,artist,53,"australian pop, indie electropop",111689
12PSlydMSjEHzSCj9X5qv7,Baby Bash,artist,59,"chicano rap, latin hip hop, pop rap, southern hip hop, texas latin rap, urban contemporary",897851
6tuPdaFPIytg3l2f51L7Hw,Ziggy Alberts,artist,59,"australian singer-songwriter, folk-pop, indie anthem-folk",363806
7dlqUnjoF2U2DkNDMhcgG4,Hilltop Hoods,artist,60,australian hip hop,846592
41fDGRDlzczk5Yo2wDo0H4,Australian Crawl,artist,50,australian rock,336440
5i84V8Zk7YqCN6xxb7SWgw,Samantha Jade,artist,40,"australian pop, australian talent show",102289
1TqQi97nqeiuOJrIFv5Sw0,Semisonic,artist,56,"pop rock, post-grunge",423514
5xO9868Xc1mjAzmaN1efoK,Paces,artist,24,australian dance,13127
6wFwvxJkurQPU2UdeD4qVt,The Jungle Giants,artist,54,australian indie,251907
61HS7DjYDQIkKSeGvpqmJh,Winston Surfshirt,artist,48,australian r&b,100464
6iQluOJNzmmaXVVCA0XgbY,Fergus James,artist,27,australian alternative pop,7538
6LBCQo20ri3tsvbsWWLmr6,Powderfinger,artist,53,"australian alternative rock, australian rock",426151
5bYfbDXaMVCxEt7hOAvEWc,Dave Dobbyn,artist,43,"australian rock, classic nz pop, kiwi rock, nz singer-songwriter",69706
41a1QBVKSlXMy5qFPrcHVs,Ayzha Nyree,artist,28,,33749
2NYOggWBPKbqdEYs7jUr1n,PON CHO,artist,18,australian dance,1305
205i7E8fNVfojowcQSfK9m,Dom Dolla,artist,66,"australian house, deep groove house, house",254484
55BFQS36sJYz2B0ClypIvS,SLUMBERJACK,artist,42,"electronic trap, vapor twitch",71301
2aM5jpQ0WTcQDeHsil8Ihz,Michael Gray,artist,51,"disco house, vocal house",38484
4qOzMSukiZoiSjPQw8Zs7s,Mansionair,artist,52,"aussietronica, indietronica",170067
0JlQaGJZfrqYeZG1AQICxp,Hp Boyz,artist,47,aussie drill,139178
0Nlg1HCtb8dpeVpxQojDiq,Johnny Diesel & The Injectors,artist,36,australian rock,85749
2FBQIV8BJF5SrvXpziFE2M,Redgum,artist,39,australian rock,85141
2rblp9fJo16ZPTcKDtlmKW,MC Hammer,artist,55,hip hop,597525
4Zwtv7Mc3eHv465GJ6au6n,Billy Thorpe & The Aztecs,artist,31,australian rock,59192
5XJlnf7mD44GXWHmRGxt0I,Brothers,artist,47,aussie drill,82456
0cQbJU1aAzvbEmTuljWLlF,No Doubt,artist,66,"dance pop, dance rock, permanent wave, pop rock, rock",2575681
4HCubdy7diarb4KZo8etrq,The Go-Betweens,artist,36,"australian alternative rock, australian rock, c86, dunedin sound, tape club",49278
0UZ1nu3kcdNlCoiKRjmSSY,Peking Duk,artist,51,"aussietronica, australian electropop, edm",239641
1rw8ZTLnDHd74TWDDukjVi,Conrad Sewell,artist,59,australian pop,110501
0lYzZ91QzokaPrRK1vq6tW,Nicole Millar,artist,43,"australian pop, gauze pop",31237
0afemm9P2Bb2LL99xHY32n,Bernard Fanning,artist,48,"australian alternative rock, australian rock",150232
11gWrKZMBsGQWmobv3oNfW,Alison Wonderland,artist,52,"aussietronica, brostep, edm, electra, electronic trap, escape room, indietronica",473566
66sNDEVTYhSIXtRx2jzrFQ,Band of the Royal Regiment of New Zealand Artillery,artist,13,,472
4899wIU2stpjOmoq2mgyeW,MUTO,artist,24,aussietronica,10661
6PFydyUHMKD2jm5NXzRPiK,Mental As Anything,artist,45,australian rock,134582
7udwYystFcvYziV36ZIwuh,Hunters & Collectors,artist,48,australian rock,244086
4kmYEa0DFPDv2Opcpjv5el,Goanna,artist,41,australian rock,95196
622HMYOaiqowUmcd5t3b7t,Dragon,artist,48,"australian rock, kiwi rock",109201
5ujrA1eZLDHR7yQ6FZa2qA,Vera Blue,artist,53,"australian indie, australian pop",182215
0PK0Dx3s9et0Uf4XbdFpiW,Sons Of Zion,artist,49,nz reggae,126813
6n28c9qs9hNGriNa72b26u,PNAU,artist,71,"alternative dance, aussietronica, australian dance, australian electropop",213746
1k5aZWIOUbUfKcnMxtEivJ,Jimmy Barnes,artist,51,australian rock,347465
2DaDoR6WXStRctDQDWWQpI,Baby Animals,artist,38,australian rock,119259
3CGuwWgoCYSO5Z72H5G2Ec,Kita Alexander,artist,45,"aussietronica, australian indie, australian pop",61127
31h66YPpyZlmecPqCaeS4H,Carmouflage Rose,artist,24,"australian hip hop, brisbane hip hop",7697
6vqMDhoigg5btfdPsPTVFt,Cub Sport,artist,49,"australian indie, australian indie rock, brisbane indie",132867
2RnDmyX1zzOkK5Cj9QPhMq,L D R U,artist,38,australian dance,38121
6VxCmtR7S3yz4vnzsJqhSV,Sheppard,artist,60,"australian indie, folk-pop",288825
4faUajx9k93O56nlmpkOuz,Meg Mac,artist,42,australian indie,125107
2Ltr0s15RyvsjqWzSmiSRs,Allday,artist,46,"australian hip hop, australian trap",94802
7CIW23FQUXPc1zebnO1TDG,Matt Corby,artist,54,australian indie,489015
1wdU1J2NHzcDYarT7jEU2A,Dastic,artist,46,"big room, pop edm",50933
4iudEcmuPlYNdbP3e1bdn1,Silverchair,artist,56,"alternative metal, alternative rock, australian alternative rock, australian psych, grunge, nu metal, post-grunge",1183194
5YjEVrNMrIRw2xGbjTN6Ti,Mylo,artist,47,"disco house, filter house",46813
3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,artist,67,"neo mellow, pop rock, post-grunge",2397841
1VXE1xqGNlT9HG6TcjpQ9I,Hooligan Hefs,artist,55,"aussie drill, australian trap",233914
28OHQv3VZ2gifjWzrqBv1v,Bene,artist,4,nz pop,11435
0f7ChwXkRvmj2ViLbEQwYK,Mondo Rock,artist,39,australian rock,100109
5TjlxSJvfrD5I2PWaEh4jZ,Client Liaison,artist,38,australian indie,58625
3IUisqn0mluZR0LITs8Sqk,ICEHOUSE,artist,50,"australian rock, new romantic, sophisti-pop, synthpop",341039
7ohlPA8dRBtCf92zaZCaaB,Crowded House,artist,63,"australian rock, permanent wave",771406
3fmMaLC5jjf2N4EC2kTx0u,Hermitude,artist,50,"australian dance, australian indie, downtempo, escape room",256494
5r5Va4lVQ1zjEfbJSrmCsS,BROODS,artist,52,"auckland indie, etherpop, indietronica, metropopolis, nz pop",489531
7HZQqtnOYmjJl8XAB3Vg8y,Hoodoo Gurus,artist,46,"australian rock, power pop",180183
1kMPdZQVdUhMDKDWOJM5iK,Tkay Maidza,artist,53,"alternative r&b, australian hip hop",181177
28yVvEvA2lT3K5RNIhV1Dj,BAYNK,artist,55,vapor soul,130077
1ZcnsSFqWusWlRK01vKE6b,Montaigne,artist,53,"australian indie, australian pop",83904
2u6qHMpQaE48aowjWKJeCM,Choirboys,artist,44,australian rock,124345
6kNKUYGn6VNGsRoXmyoDPK,The Amity Affliction,artist,58,"australian metalcore, melodic metalcore, metalcore",669833
4FH1qQ5KcTtomryu4O5pgX,Basenji,artist,31,australian electropop,27880
1X6dfPmF8f5C5EW3WIGfvm,SJUR,artist,34,scandipop,30717
2elBjNSdBE2Y3f0j1mjrql,Jay Chou,artist,70,"c-pop, mandopop, taiwan pop, zhongguo feng",4705191
49tPWZ7vQeE7VscuIHqrn6,Blueboy,artist,31,australian r&b,8977
4t52ndk0OkAxtb4vMDLPhe,Daryl Braithwaite,artist,45,"australian pop, australian rock",163008
2OC53Inn0G9QwWM7CM0G5Z,Touch Sensitive,artist,40,"aussietronica, nu disco",58177
5m5cTNJ2RxfxKpGULocV9T,The Cruel Sea,artist,37,"australian alternative rock, australian rock",59113
1RNwrc6Yfn4mxT8RCnck0y,Weddings Parties Anything,artist,27,"australian alternative rock, australian rock",16535
1pJEZXU2hJApJW3rM7LmMu,The Easybeats,artist,39,"australian rock, british blues, freakbeat, protopunk, psychedelic rock",88207
2PeqTZKroEc2oDwTfmB2al,The Angels,artist,47,australian rock,158810
2VAnyOxzJuSAj7XIuEOT38,AlunaGeorge,artist,60,"electropop, house, uk dance",436320
2rv8IrcIQiFKkdvQAgUTZj,Set Mo,artist,40,aussietronica,45814
6sAh1RUpXblYP320gZ91LC,Sunnyboys,artist,35,australian rock,45779
25ou7Y6W7L1fcMoCZMbf86,Birds Of Tokyo,artist,48,"australian alternative rock, australian indie, australian pop, australian rock, perth indie",230369
7iDeMFJKjI1ak40N3hoYOZ,Lil Xxel,artist,52,"pop r&b, viral rap",65237
6UcJxoeHWWWyT5HZP064om,Chet Faker,artist,59,"art pop, indietronica",360166
72KyoXzp0NOQij6OcmZUxk,Midnight Oil,artist,57,australian rock,749488
4j5KBTO4tk7up54ZirNGvK,NERVO,artist,52,"australian dance, dutch house, edm, electra, electro house, house, pop dance, progressive electro house, progressive house",759104
2kTn692duPSkqN6czSilyk,The Triffids,artist,29,"australian alternative rock, australian rock, melancholia, perth indie",20517
2G3moO7hc1jXWYKkW5ZYw4,Dimzy,artist,40,"uk drill, uk hip hop",57915
3CDzOX9D1buMRHeTNFHXMm,GANGgajang,artist,38,australian rock,55573
1HxJeLhIuegM3KgvPn8sTa,Jack Ü,artist,57,"edm, electro house, pop dance",1085934
6tVsUWjip0Tnp1EyCRX5XH,Cyrus Villanueva,artist,17,australian talent show,9569
686zrKch7tQIpoOpdSIpTo,Triple One,artist,43,"australian hip hop, australian trap, australian underground hip hop, dark trap",86600
4l1cKWYW591xnwEGxpUg3J,Miike Snow,artist,53,"alternative dance, electropop, indietronica, neo-synthpop, swedish electropop, swedish indie pop, swedish synthpop",631978
4VivsO1n4n2Mi2Btyb5gfL,Cosmo's Midnight,artist,50,"australian dance, indie dream pop, indie soul",125723
4B1CeNsCcLfOvRBJ34UUSX,M-Phazes,artist,29,australian underground hip hop,11428
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,artist,56,norwegian pop,164321
6kG0WKHsAOfWp5IsizmQxR,SACHI,artist,37,"nz electronic, nz pop",16212
54WEGLBrZDqfZgZaJgrxj2,Billymaree,artist,32,australian r&b,3453
6fzQ81ouajOEFqCIB9VwrS,Morgan Evans,artist,56,"australian country, contemporary country, country road, modern country rock",179216
65oocmSeB6z75kHwrZo1le,Mitch James,artist,41,nz pop,68116
5t06MTkDD3yr5LVs3YFLQC,Divinyls,artist,47,"australian rock, new wave pop",203606
4C825UjHAWCMvdZwbtpwDT,Stace Cadet,artist,37,australian house,7806
1TulCA2zO3YxAjQ7ZsvtDq,KIAN,artist,38,australian pop,27776
7wqtxqI3eo7Gn1P7SpP6cQ,Salt-N-Pepa,artist,59,"girl group, golden age hip hop, hip hop, hip pop, old school hip hop, queens hip hop",750276
1nwPEi1UZdJtCxBqATpsq3,Ruby Fields,artist,40,"australian garage punk, australian indie, australian pop",66959
7MbSdIkdgkwmVxObpCg87e,Eves Karydas,artist,33,"australian pop, brisbane indie",50300
2g6fa86fL6oLcoDqanBbuR,Delta Goodrem,artist,47,"australian pop, australian talent show",240373
1vSN1fsvrzpbttOYGsliDr,Tori Kelly,artist,65,"pop, post-teen pop",2133977
3vgQA38yGGMvn4DHjsVre5,The Screaming Jets,artist,42,australian rock,159407
3SwgftmsT5rVepCSSco3ZR,Motez,artist,39,"aussietronica, australian house",24279
4tyua0wKtVDZVBVlRwyBRl,Stevie Wright,artist,35,australian rock,49015
1nL98XHH55na3zeMnrYMXh,Manu Crooks,artist,33,"aussie drill, australian hip hop, australian trap",31617
3SGLeWc7J5Ve0CinAOrb3a,Skegss,artist,49,"australian surf rock, indie surf",222162
1QxaPWG1POM8Ul6WwsHq4y,John Farnham,artist,55,"australian pop, australian rock",304708
5ht2HGrvbN9eDWJarHsou6,Daddy Cool,artist,41,australian rock,124506
5piMnm6faQpIVYaFfaZSKf,Teddy Cream,artist,41,melbourne bounce,36158
0ZmJRBCKYicwq9n4FjZpho,Kim Churchill,artist,40,"australian indie, australian singer-songwriter",54224
1vdU5KvV0nDAjPRfpRKjRL,Skyhooks,artist,38,"australian rock, glam rock",170517
4mLYW48jy9Pwv6KpT74Evf,Big Scary,artist,32,"australian indie, indietronica",53760
6q1zkUxHvfSlWEtl4lV3zR,Tom Jay Williams,artist,3,,1387
0iFJbJ7jMv5QAmA6hWm6Ic,Day1,artist,48,"aussie drill, brisbane hip hop",48581
3I3Fz1DeUY0icXFvOjbXm7,Methyl Ethel,artist,40,"australian indie, australian indie rock",122444
4d7b5lx2ofkLcmzDIfvAI5,Judah Kelly,artist,24,"australian pop, australian talent show",15947
7uMSsrbX9MJzf161IcY7KU,Logan Paul,artist,36,social media pop,946152
1SFz3S9eSUTc49ysstadiO,Boo Seeka,artist,48,"aussietronica, australian indie",76619
3IJFGnsUboabVEbJz1UR91,Noiseworks,artist,40,australian rock,145080
0KtaCKmTMIQZsxlOgyNa04,Dune Rats,artist,40,"australian garage punk, australian indie, brisbane punk",122162
4nqqGSsclFchZXaiafOYyV,GRAACE,artist,40,australian alternative pop,31642
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,artist,67,"dance pop, neo mellow, pop",2492413
2xkB95KvNeniu5RTI7QopU,Vidwaan Boon,artist,0,,7
1ououJVWgWsHWMYDLvT7sH,Ball Park Music,artist,46,"australian indie, brisbane indie",136493
4vdt8TD56jjQfmxFCmhubX,OMC,artist,50,nz pop,24214
4AA8eXtzqh5ykxtafLaPOi,What So Not,artist,55,"aussietronica, brostep, edm, electro house, electronic trap, escape room, vapor twitch",304896
3cI6oSkDCirRNVAgBsGJyB,No Money Enterprise,artist,37,"aussie drill, australian hip hop, brisbane hip hop",26556
3IW7ScrzXmPvZhB27hmfgy,Jul,artist,80,"french hip hop, pop urbaine, rap marseille",7912700
2gLdG0pJEOmwWf6eDrbtyg,Selma Omari,artist,31,,12240
5Jbg2Yf0WDUTlW5oEMYiUN,Van Echelpoel,artist,18,belgian pop,6280
2HHmvvSQ44ePDH7IKVzgK0,Jain,artist,71,french pop,880695
3DCWeG2J1fZeu0Oe6i5Q6m,PLK,artist,71,"french hip hop, pop urbaine, rap conscient, rap francais",1506391
1wFoE1RwBMWoWkXcFrCgsx,Josylvio,artist,62,dutch hip hop,606259
7DUTsWY3RBd64vh8UtgtYA,Lacrim,artist,63,"arabic hip hop, french hip hop, pop urbaine, rap francais",2203534
4YNxH9hXMuqlvG7rLTtLa1,Badpojken,artist,32,,6385
0rP3c0AHpXNvqpVxfQMF13,bvd kult,artist,22,,3249
6s5ubAp65wXoTZefE01RNR,Joost,artist,63,,102008
2kXKa3aAFngGz2P4GjG5w2,SCH,artist,70,"french hip hop, pop urbaine, rap francais, rap marseille",1954427
2vRJ1xr5DT4PdBnM63DBJZ,Ismo,artist,46,dutch hip hop,182175
1i9NxPRrKcoW34XTMnvzJy,Sylver,artist,44,"belgian dance, eurodance",65536
6INEFmHKLhMIJAQzHUBAMd,Lijpe,artist,64,dutch hip hop,482093
3CnCGFxXbOA8bAK54jR8js,Vald,artist,59,"french hip hop, pop urbaine, rap conscient",1267599
6mbdN4ACD50R8vBKGCfzsr,Tourist LeMC,artist,40,"belgian hip hop, belgian rock, kleinkunst",102799
54kCbQZaZWHnwwj9VP2hn4,Zola,artist,67,"french hip hop, pop urbaine, r&b francais, rap francais",1698908
4UXJsSlnKd7ltsrHebV79Q,Nick Cave & The Bad Seeds,artist,60,"alternative rock, permanent wave, singer-songwriter",1300913
0HDMwoCS316xhKCZlJPBnc,Sevn Alias,artist,58,"antilliaanse rap, dutch hip hop",406052
5Z2qwZm9NB9FeYDhw2fxA3,OT,artist,32,belgian edm,5766
5hREZP0zTQbTLkZ2M8RS4v,Djadja & Dinaz,artist,68,"french hip hop, pop urbaine, rap conscient",2375561
5nAiCPenjjdpUJAmElxmuu,Loïc Nottet,artist,50,french pop,228365
1SxuyHZnLUFyFHGzdGaxZk,Wejdene,artist,47,r&b francais,675955
5M9Q9H6jHj5txCVX5KSM8V,Jasper Steverlinck,artist,30,"belgian indie, belgian pop, belgian rock",26509
63MCBZRiUdnqRsAOJwijiB,Sadek,artist,57,"french hip hop, pop urbaine, rap francais",1025649
6OG9fZ1LKXyL0hShRmmnq1,Davina Michelle,artist,55,dutch pop,434850
5qisLjDrKoHMI9zOK2hfzs,Mister V,artist,53,"french hip hop, pop urbaine, rap francais",555933
2ptKt4yP4mYRZmvi09JYyi,Timal,artist,60,"french hip hop, pop urbaine, rap francais",1119193
438nTuoZFCZCyBl33jE9dU,Ashafar,artist,59,dutch hip hop,189125
4sbXXFzEWJY2zsZjelerjX,Dadju,artist,68,"french hip hop, pop urbaine, r&b francais",5284852
4N9vPS8yrBg4LjuJQ63HnV,JLM,artist,0,,29
4oMBP1OWXtmxyDhAj2aRyQ,Balthazar,artist,50,"belgian indie, belgian rock, ghent indie",284432
62zLrboqOTPyozwi721CVy,Lorenzo,artist,59,"french hip hop, pop urbaine, rap conscient",1390347
1mMUzAMrNqoTHgtxA0dZi6,Caballero & JeanJass,artist,52,"belgian hip hop, french hip hop",326440
21egYD1eInY6bGFcniCRT1,First Aid Kit,artist,61,"swedish americana, swedish country",1176543
5gs4Sm2WQUkcGeikMcVHbh,Hamza,artist,69,"belgian hip hop, cloud rap francais, french hip hop, pop urbaine, rap belge",973173
04AIS3XqFcq2k8w3Tx4AmU,Siboy,artist,44,"french hip hop, pop urbaine, rap francais",824445
50P3cSCiJR43BiWT3qUU0j,Sean Dhondt,artist,18,belgian pop,6932
2HALYSe657tNJ1iKVXP2xA,Johnny Hallyday,artist,57,"chanson, french pop, ye ye",1208410
2Sm4rGKWBnOQhdqDy4JJh0,Zwangere Guy,artist,44,belgian hip hop,54385
1q7T9rFQ2a2ukA1PU51fo3,Koba LaD,artist,64,"french hip hop, pop urbaine, rap francais",3102121
4AripACtwIVH69NdCbsJus,Niels Destadsbader,artist,38,"belgian pop, classic belgian pop, kleinkunst",80668
2pHk4wAmL7ofTAuvCIUWtv,Roméo Elvis,artist,57,"belgian hip hop, french hip hop",825935
67hOz31eSjfEo9FR2N0ST5,Compact Disk Dummies,artist,35,"belgian indie, belgian pop, belgian rock",26658
1PyToLP6F2rzV0ZSR71lgl,Bryan Mg,artist,57,"dutch hip hop, dutch rap pop",42591
1eWulCragj6PpUGCgMt6M8,The Starlings,artist,33,belgian pop,14054
4Dm1MX4VPbtLssAQeBhHFo,Famke Louise,artist,39,dutch hip hop,183790
41J6Z8WYUSGJFn8TLEFBAD,D.A.V,artist,21,"belgian hip hop, rap belge, rap francais",14024
3E31HqA00iCX9nRhesw6LD,Snelle,artist,60,"dutch hip hop, dutch pop",571082
2hgP9Ap2tc10R5jrQaEpMT,Charles Aznavour,artist,60,chanson,1246010
6HhnhnxLsowYuuejvku0Bz,Lartiste,artist,61,"french hip hop, pop urbaine",1928844
2s7fZ34RK8RUJQ2ewsh6I5,RK,artist,60,"french hip hop, pop urbaine, rap conscient, rap francais",1653393
0dLWSYE7my9AbpQYNJ0ABV,Oscar and the Wolf,artist,51,"belgian indie, belgian pop",310573
33KABng8GO42ojFJVcABxQ,Eefje de Visser,artist,40,dutch indie,72093
3GtCKJA4SkOxN65MWjm82R,Hot Shade,artist,60,,142070
2eh8cEKZk4VeruUrGq748D,Rim'K,artist,58,"arabic hip hop, french hip hop, pop urbaine, rap algerien, rap francais",1204549
0lzYw5xI9jgMg8O5i4bTre,LouiVos,artist,48,"dutch hip hop, ritmo kombina",104943
49CE2ffZ6Z3zeYSDauSKck,Tungevaag,artist,64,"big room, nordic house",149166
51MxI9mWmRMPLK9eNlyQ7o,3robi,artist,59,"dutch hip hop, rap belge",229388
3kcwSBHk3lMgHMHuxjJLNZ,Bazart,artist,43,"belgian indie, belgian pop, kleinkunst",90533
55SWeOUhlJHrkcuih5J2pQ,Todiefor,artist,38,"belgian hip hop, belgian pop",10254
7MW9uAUmWgmvSsv41dg7J0,Jjakoveertien,artist,24,dutch drill,2407
5Oc4knEQaid8K7AFqO5lHu,Selah Sue,artist,51,"belgian pop, neo soul",456646
4WXQNfOny7YzVMZnVd7WrE,Karen Damen,artist,18,"belgian pop, classic belgian pop, kleinkunst",8888
4CYj9Ya2aRORv06k26vFcP,Double Pleasure,artist,11,,1442
5l2Xy4aUoJDRSpsYHyOumD,André Hazes Jr.,artist,47,"dutch pop, dutch rock",307694
6jStlKLflTMUN6BajxrNlj,Julien Doré,artist,55,"chanson, french pop, french rock",815516
5mmEMfYChd6MImBagU7zCs,Bigflo & Oli,artist,61,"french pop, rap conscient",1831383
5nH2klYTzn8CNvUv1GOGQO,Eva,artist,49,"pop urbaine, r&b francais",1083681
5eir5zFJpES4j7gsymbVyl,Ronnie Flex,artist,65,"dutch hip hop, dutch rap pop",594752
1Yfe3ONJlioHys7jwHdfVm,Lomepal,artist,67,"french hip hop, rap conscient",2006583
0AepkoQhYvkjEzzwIcGxdV,Jacob Banks,artist,57,uk contemporary r&b,498433
6e9wIFWhBPHLE9bXK8gtBI,Editors,artist,53,"indie rock, modern rock",724370
5EP020iZcwBqHRnJftibXX,Hooverphonic,artist,50,"downtempo, electronica, trip hop",408665
6n9XmMc3mX18mrTHYOCPIq,Henri PFR,artist,48,"belgian edm, belgian pop",46925
77IW5ZK1smDQYYKDCQugXh,Suzan & Freek,artist,60,dutch pop,497875
6zEaCvF0CqEHs7kFyBkLHi,Mula B,artist,56,dutch hip hop,212805
57RYqNhEvaNiafuP1X73GS,Equalz,artist,44,"dutch hip hop, dutch rap pop",79277
0BqOXpkslA5Kxud9UXi2yG,Het Zesde Metaal,artist,32,"belgian rock, kleinkunst",26047
1VGBAmirdZGTCGioTAzHYA,#LikeMe Cast,artist,49,belgian pop,57196
0mnNM5o7vtxo3ivC7Tmoah,Chily,artist,46,"french hip hop, pop urbaine, rap congolais, rap francais",236351
6AyATGg7mDgBlZ4N5uNog0,SYML,artist,69,modern indie pop,657090
1HRqqu7DoKzpIBvdU7Jjib,Girls In Hawaii,artist,38,"belgian indie, belgian rock, french indie pop",43913
5AAzeysphag0NxJxLbbVla,Columbine,artist,51,"french hip hop, rap conscient",608635
05g1p6KAyYQ03SjqRiF756,Brihang,artist,35,"belgian hip hop, belgian rock, west-vlaamse hip hop",25831
1e4opLDDJ52zacE50hm2sv,Mama's Jasje,artist,34,"belgian rock, classic belgian pop",34104
0gGcw3tA1fZoF23qa8KFb7,Bolémvn,artist,50,"french hip hop, pop urbaine, rap francais",381947
0rQ69yrbz7CeUmXUn1beIj,Esko,artist,51,dutch hip hop,61763
5FNHfTn3yzVpqdUyWwej0v,Jimmy Durante,artist,39,"adult standards, lounge",106124
3YwqjMyrRfuixi2pbgTGCE,Heuss L'enfoiré,artist,69,"french hip hop, pop urbaine, rap francais",1446118
0vSNFAo2h20zd3HOBcM8BX,Kenn Colt,artist,36,belgian edm,13510
4Nrd0CtP8txoQhnnlRA6V6,Vianney,artist,61,"chanson, french pop",1122191
0IxgA9wO4Op3CSnPlhfwV1,Kevin,artist,61,"dutch hip hop, dutch rap pop",151610
5GIcOzVFTNnzArytjmTkW8,Bizzey,artist,59,"dutch hip hop, dutch rap pop",383326
0nvdwVbj7NT1WL9P8JowLD,blackwave.,artist,46,belgian hip hop,62004
30mNTnmvPn3HwXA5dW1Iza,Racoon,artist,54,"dutch pop, dutch rock",281213
4oVERQ0AxzzQ4zip1nMKlt,Gringe,artist,46,"cloud rap francais, french hip hop, rap conscient",111941
5AvkVClT6JuPL4LFy7liYN,Gers Pardoel,artist,47,"dutch hip hop, dutch pop",269679
7xNYY1Zkb1vks5m9ATlJok,Naza,artist,66,"french hip hop, pop urbaine, r&b francais, rap francais",1282019
3sgFRtyBnxXD5ESfmbK4dl,LMFAO,artist,65,"dance pop, pop, pop rap",4255460
43mWhBXSflupNLuNjM5vff,Soulwax,artist,48,"alternative dance, belgian electronic, belgian indie, belgian indie rock, belgian rock, electronica, filter house, ghent indie, mashup",258287
3YuaQf0byew3kRZzaOrvdI,Spring,artist,36,vlaamse kinderliedje,16337
0KQX2wRHV2VLjuscfJFNxB,BLØF,artist,55,"dutch pop, dutch rock",366318
1nIUhcKHnK6iyumRyoV68C,Ennio Morricone,artist,63,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack",1064170
77u50Xwgm9in74FEVcYYro,Dihaj,artist,15,azeri traditional,4319
6HCBnyTBSLdb3TFn2ayulY,Leto,artist,63,"french hip hop, pop urbaine, rap francais",823568
22HVxZPA6UhBp8wahxDA6I,France Gall,artist,55,"chanson, ye ye",348897
2q3tx3ThgAhkMoUYiEnIjy,Samson & Gert,artist,41,"vlaamse cabaret, vlaamse kinderliedje",33800
05hirnMeVIzCrcUxbrysZU,Hatik,artist,55,"french hip hop, pop urbaine, r&b francais",806351
6mo0UbyIvIePdXNyLwQlk5,Milow,artist,54,"belgian pop, belgian rock, belgian singer-songwriter",189450
46wEUZyujVrFSrdCnTKQmV,Marwa Loud,artist,56,"french hip hop, pop urbaine, r&b francais",1863471
0xECfhlRzRRIIe2Co5HX6n,Squeezie,artist,47,chanson virale,389260
1kwzW1IszUiq4Gs9BFesvW,Hornet La Frappe,artist,57,"french hip hop, pop urbaine, rap francais",1585120
